Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23
213,EPS Silver Lake,,62,Everett Public Schools,36,Snohomish County,Public school or school district building,12815 Bothell-Everett Hwy,Everett,WA,98208,Snohomish,4253856960,Monica Kachmarik,mkachmarik@everettsd.org,4253854628,,80,36,69,"12815 Bothell-Everett Hwy
Everett, WA 98208
(47.881485, -122.2068)",Yes
"2,386",Tiger Cub Preschool,Ephrata Preschool at Sage Hills,,Direct Service Site,"2,339",Ephrata School District,Public school or school district building,35 K Street SE,Ephrata ,WA,98823,Grant,5097547547,Michelle Willis,mwillis@ephrataschools.org,5097547547,,75,36,69,"35 K Street SE
Ephrata, WA 98823
(47.317424, -119.536574)",Yes
"2,173",Federal Way Uptown Square,Uptown Square,64,Federal Way School District,17,ESD 121 - Puget Sound ESD,Other,1066 S. 320th ST,Federal Way,WA,98003,King,2539452379,April Austin,aaustin@fwps.org,2539455716,,132,36,69,"1066 S 320th ST
Federal Way, WA 98003
(47.315157, -122.318123)",Yes
373,Tukwila Thorndyke Elementary,,126,Tukwila School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,4415 S 150th St,Tukwila,WA,98188,King,2069017648,Amy Brown,brownam@tukwila.wednet.edu,2069017648,,40,36,69,"4415 S 150th St
Tukwila, WA 98188
(47.468696, -122.276636)",Yes
"2,252",Leaps & Bounds Child Care & Early Learning,,2251,Leaps & Bounds,15,ESD 113 - Sound to Harbor Early Learning Programs,Child Care Center Including Campus Child Care,407 103rd Avenue NE,Yelm,WA,98597,Thurston,3604582273,Brenda Engelhart,leaping.bounds@yahoo.com,3604582273,,15,36,69,"407 103rd Avenue NE
Yelm, WA 98597
(46.938111, -122.594)",Yes
233,Heather Commons,,,Direct Service Site,30,Opportunity Council,Non-Profit Organization Building,4163 Deemer Rd,Bellingham,WA,98226,Whatcom,3607345121x352,Renee Reece,renee_morey@oppco.org,3607348396,,18,36,69,"4163 Deemer Rd
Bellingham, WA 98226
(48.79289, -122.479282)",Yes
"1,933",Captain Strong Primary School,,,Direct Service Site,14,ESD 112 - Vancouver,Public school or school district building,1002 NW 6th Ave,Battle Ground,WA,98604,Clark,3607507500,Marissa Ellis,marissa.ellis@esd112.org,3609523531,,25,36,69,"1002 NW 6th Ave
Battle Ground, WA 98604
(45.788732, -122.543802)",Yes
"2,400",Chelan Douglas Services Westside Center,,,Direct Service Site,5,Chelan-Douglas Child Services Association,Non-Profit Organization Building,1510 9th Street,Wenatchee,WA,98801,Chelan,5096635179,Shannon Abbott,sabbott@cdcsa.com,5096635179,,12,36,69,"1510 9th Street
Wenatchee, WA 98801
(47.432714, -120.340179)",Yes
"2,027",Salish School of Spokane ECEAP Center,,1433,Salish School of Spokane,8,Community Colleges of Spokane,Tribal Organization building,4117 N Maple,Spokane,WA,99205,Spokane,5093252018,Cindy Reeves,cindy@salishschoolofspokane.org,5093252018,,7,36,69,"4117 N Maple
Spokane, WA 99205
(47.696011, -117.4351)",Yes
"2,401",Auburn Pioneer – OMS on K St,Auburn old Olympic MS on K St,673,Auburn School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,1825 K Street SE,Auburn,WA,98002,King,2539314946,Lyndi Dowden-Hughes,sdowden-hughes@auburn.wednet.edu,2538872532,,38,36,69,"1825 K Street SE
Auburn, WA 98002
(47.291936, -122.216033)",Yes
"2,017",Refugee and Immigrant Family Center,,1992,Sound Child Care Solutions,6,City of Seattle ,Non-Profit Organization Building,6535 DELRIDGE WAY SW,Seattle,WA,98106,King,2067676896,Luz Casio,lcasio@soundchild.org,2067676896,,30,36,69,"6535 DELRIDGE WAY SW
Seattle, WA 98106
(47.543262, -122.361213)",Yes
286,Highline Mt. Rainier ECEAP,Mt. Rainier High School,67,Highline School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,22450 19th Ave South,Des Moines,WA,98198,King,2066315109,Darlene Ouillette,Darlene.Ouillette@highlineschools.org,2066315107,,36,36,69,"22450 19th Ave South
Des Moines, WA 98198
(47.399065, -122.309118)",Yes
"2,261",Early Learning Center,Richland School District,,Direct Service Site,31,Richland School District,Public school or school district building,1525 Hunt Ave,Richland,WA,99354,Benton,5099676082,Katey Bryan,Katey.Bryan@rsd.edu,5099676062,,130,36,69,"1525 Hunt Ave
Richland, WA 99354
(46.292772, -119.271735)",Yes
"1,944",SWCCC PATRICIA NIERENBERG CC&EARLY LRN,,,Direct Service Site,14,ESD 112 - Vancouver,Child Care Center Including Campus Child Care,105 S LIESER ROAD,Vancouver,WA,98664,Clark,3607507500,Aubrie VanDuker,aubrie.vanduker@childrennorthwest.org,3606995437,,10,36,69,"105 S LIESER ROAD
Vancouver, WA 98664
(45.620443, -122.585573)",Yes
365,PCHS Sumner ECEAP,PCHS Sumner,99,Pierce County Human Services,17,ESD 121 - Puget Sound ESD,Public school or school district building,"1503 Valley Ave., Suite P2",Sumner,WA,98390,Pierce,2538633137,Delfina King,delfina.king@piercecountywa.gov,2538263087,,60,36,69,"1503 Valley Ave
Sumner, WA 98390",Yes
"2,018",Spokane Tribe of Indians ECEAP,,2015,Spokane Tribe of Indians ECEAP,12,ESD 101 - NEW ESD,Tribal Organization building,232 E LYONS AVE,Spokane,WA,99208,Spokane,5095331360,Angela Arnoux-Cutler,angelaa@spokanetribe.com,5095331360x263,,11,36,69,"232 E LYONS AVE
Spokane, WA 99208
(47.718611, -117.406582)",Yes
"1,431",Carroll Children's Center,,,Direct Service Site,"1,361",Catholic Family and Child Services,Non-Profit Organization Building,5301 Tieton Drive Suite C,Yakima,WA,98908,Yakima,5099657140,Danielle Rasmussen,drasmussen@catholiccharitiescw.org,5099655575,,40,36,69,"5301 Tieton Drive
Suite C Yakima, WA 98908
(46.592707, -120.580426)",Yes
"2,128",CHILDRENS VILLAGE BR INC,,2127,Children's Village,14,ESD 112 - Vancouver,Child Care Center Including Campus Child Care,2904 NE BURTON RD,Vancouver,WA,98662,Clark,3609523470,Angela Benedict,angela@childrensvillageinc.com,3609440123,,18,36,69,"2904 NE BURTON RD
Vancouver, WA 98662
(45.643713, -122.597278)",Yes
356,Lincoln Heights Elementary,,116,Spokane Public Schools,8,Community Colleges of Spokane,Public school or school district building,3322 E. 22nd Ave,Spokane,WA,99223,Spokane,5093543336,Juliana Greiner,julianag@spokaneschools.org,5093543336,,27,36,69,"3322 E 22nd Ave
Spokane, WA 99223
(47.6344, -117.361835)",Yes
"1,517",Ki-Be Pre-K ECEAP,,,Direct Service Site,"1,366",Kiona-Benton City SD,Public school or school district building,1107 Grace Avenue,Benton City,WA,99320,Benton,5095882194,Jennifer McCloud,jmccloud@kibesd.org,5095882097,,36,36,69,"1107 Grace Avenue
Benton City, WA 99320
(46.270937, -119.491084)",Yes
"1,531",KYFS Kent Valley Early Learning Center,KVELC,71,Kent Youth And Family Service,17,ESD 121 - Puget Sound ESD,Public school or school district building,317 4TH AVE S,Kent,WA,98032,King,2356309590,Alice Humphres,Alice.Humphres@kent.k12.wa.us,2533737600,,20,36,69,"317 4TH AVE S
Kent, WA 98032
(47.379447, -122.237462)",Yes
291,Tacoma NE Tacoma Elementary ECEAP,,120,Tacoma School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,5412 - 29th St NE,Tacoma,WA,98422,Pierce,2535716986,Ana Castellanos,acastel@tacoma.k12.wa.us,2535712615,,20,36,69,"5412 29th St NE
Tacoma, WA 98422
(47.282731, -122.374542)",Yes
"2,211",Auburn Messiah ECEAP,Auburn Messiah Lutheran Church ECEAP,673,Auburn School District,17,ESD 121 - Puget Sound ESD,Faith-Based Facility,410 H Street NE,Auburn,WA,98002,King,2539314943,,,,,56,36,69,"410 H Street NE
Auburn, WA 98002
(47.311738, -122.219527)",Yes
"1,409",West Valley - Ahtanum,,,Direct Service Site,11,Enterprise for Progress in the Community,Public school or school district building,3006 S Wiley Rd,Yakima,WA,98903,Yakima,5092483950,Crystal Ullas,crystalu@epicnet.org,5099725505,,36,36,69,"3006 S Wiley Rd
Yakima, WA 98903
(46.548949, -120.64978)",Yes
"1,978",Franklin Pierce Early Learning Center,Franklin Pierce ELC,674,Franklin Pierce School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,12223 A St. South,Tacoma,WA,98444,Pierce,2532984675,Marlys Fisher,mfisher@fpschools.org,2532984688,,102,36,69,"12223 A St South
Tacoma, WA 98444
(47.145581, -122.431695)",Yes
370,Tekoa,,124,Tekoa School District,7,Community Child Care Center,Public school or school district building,North 135 College,Tekoa,WA,99133,Whitman,5093349290,Connie Kliewer,ckliewer@tekoa.wednet.edu,5092843281,,8,36,69,"135 College
Tekoa, WA 99133
(47.221748, -117.066934)",Yes
"1,503",Vashon Island ECEAP,Chautauqua Elementary,1500,Vashon Island School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,9309 SW Cemetery Road,Vashon,WA,98070,King,2064632121,Sally Adam,sadam@vashonsd.org,2064638594,,20,36,69,"9309 SW Cemetery Road
Vashon, WA 98070
(47.429222, -122.452615)",Yes
"2,398",Bethel North Star,,44,Bethel School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,7719 224th St. East,Graham,WA,98338,Pierce,2536838800,Rebecca Willis,rewillis@bethelsd.org,2538008857,,18,36,69,"7719 224th St East
Graham, WA 98338
(47.053368, -122.328142)",No
259,Tahoma Lake Wilderness ECEAP,Lake Wilderness Elementary,122,Tahoma School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,24216 Witte Rd SE,Maple Valley,WA,98038,King,4254133577,Kelly Ward,kward@tahomasd.us,4254133290x9800,,18,36,69,"24216 Witte Rd SE
Maple Valley, WA 98038
(47.384355, -122.048064)",Yes
"2,101",Hoover ECEAP,,134,Yakima School District,11,Enterprise for Progress in the Community,Public school or school district building,400 West Viola,Yakima,WA,98902,Yakima,5095735980,Erica Almaguer,almaguer.erica@yakimaschools.org,5095735900,,18,36,69,"400 West Viola
Yakima, WA 98902
(46.581572, -120.511472)",Yes
"1,600",Anacortes ECEAP,Skagit Valley College Anacortes ECEAP,,Direct Service Site,"1,948",Skagit Valley College Head Start & ECEAP,Faith-Based Facility,2201 H Avenue,Anacortes,WA,98221,Skagit,3606795348,Magi Aguilar,margarita.aguilar@skagit.edu,3608738167,,20,36,69,"2201 H Avenue
Anacortes, WA 98221
(48.503742, -122.625206)",Yes
"2,136",Clover Park Evergreen ECEAP,Clover Park Evergreen Elementary,51,Clover Park School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,9020 Blaine Ave,JBLM-Lewis Main,WA,98433,Pierce,2535835255,Dayna Brown,dmbrown@cloverpark.k12.wa.us,2535835255x3,,38,36,69,"9020 Blaine Ave
JBLM-Lewis Main, WA 98433
(47.109269, -122.565083)",Yes
249,Kellogg - ECEAP,,,Direct Service Site,30,Opportunity Council,Child Care Center Including Campus Child Care,237 W Kellogg Road,Bellingham,WA,98225,Whatcom,3607345121x352,Sue Johnson,sue_johnson@oppco.org,3603833160,3607348396x387,36,36,69,"237 W Kellogg Road
Bellingham, WA 98225
(48.795791, -122.499961)",Yes
603,Y's Care (ECEAP Partner),Y's Care,138,YWCA of Clark County Y's Care,10,Educational Opportunities for Children and Families,Non-Profit Organization Building,3609 MAIN STREET,VANCOUVER,WA,98663,Clark,3605672720,Leah Reitz,lreitz@ywcaclarkcounty.org,3609069128,3609069127,12,36,69,"3609 MAIN STREET
VANCOUVER, WA 98663
(45.647764, -122.668177)",Yes
"1,403",St. Johns,,,Direct Service Site,10,Educational Opportunities for Children and Families,Public school or school district building,1904 ST JOHNS BLVD,VANCOUVER,WA,98663,Clark,3605672720,Judi Chung,judi.chung@eocfwa.org,3605672787,,33,36,69,"1904 ST JOHNS BLVD
VANCOUVER, WA 98663
(45.64053, -122.651211)",Yes
"1,395",Hathaway,,,Direct Service Site,10,Educational Opportunities for Children and Families,Public school or school district building,630 24th Street,Washougal,WA,98671,Clark,3605672720,Gini Engh,gini.engh@eocfwa.org,3605672786,,18,36,69,"630 24th Street
Washougal, WA 98671
(45.581157, -122.3466)",Yes
"2,396",Bridgeport,,2344,Bridgeport,5,Chelan-Douglas Child Services Association,Public school or school district building,1400 Tacoma Ave,Bridgeport,WA,98813,Douglas,5096635179,Shannon Abbott,sabbott@cdcsa.com,5096635179,,30,36,69,"1400 Tacoma Ave
Bridgeport, WA 98813
(48.006278, -119.674697)",No
305,Othello Child Development Center,,,Direct Service Site,41,Inspire Development Centers,Child Care Center Including Campus Child Care,750 N 7th St,Othello,WA,99344,Adams,5094883502,Alejandra Vasquez,alejandra.vasquez@inspire-centers.org,5094883502,,40,36,69,"750 N 7th St
Othello, WA 99344
(46.833075, -119.164888)",Yes
"1,496",New Holly,,,Direct Service Site,711,Neighborhood House,Non-Profit Organization Building,7054 32nd Ave S,Seattle,WA,98118,King,2064618430,Shannon   Watson,shannonw@nhwa.org,2065364536,,60,36,69,"7054 32nd Ave S
Seattle, WA 98118
(47.539413, -122.291066)",Yes
201,El Centro de la Raza,José Marti Child Development Center,56,El Centro de la Raza,6,City of Seattle ,Non-Profit Organization Building,2524 16TH AVE S,SEATTLE,WA,98144,King,2069574637,Hilda Magaña,hmagana@elcentrodelaraza.org,2069574627,,40,36,69,"2524 16TH AVE S
SEATTLE, WA 98144
(47.580229, -122.312129)",Yes
"2,411",VOTCFC @ boys and Girls club,,,Direct Service Site,"2,340",Voices of Tomorrow,Child Care Center Including Campus Child Care,9800 8th Ave SW #105,Seattle,WA,98106,King,2064661229,Shelby Lux,slux@tomorrowvoices.org,2064661229x303,,20,36,69,"9800 8th Ave SW
Seattle, WA 98106
(47.515642, -122.345302)",Yes
"2,091",CV EARLY LEARNING CENTER,CV ELC,,Direct Service Site,"1,362",Central Valley School District,Public school or school district building,15111 E Sprague Ave,Spokane Valley,WA,99037,Spokane,5095585810,Nichole Harwood,nharwood@cvsd.org,5092285825,,350,36,69,"15111 E Sprague Ave
Spokane Valley, WA 99037
(47.657186, -117.201201)",Yes
"2,016",Lummi Early Learning Center,Lummi Indian Nation Child Care,,Direct Service Site,"1,949",Lummi Indian Business Council,Tribal Organization building,2645 Kwina Rd,Bellingham,WA,98226,Whatcom,3603122447,Nicole Kinley,nicolek@lummi-nsn.gov,3603122447,,40,36,69,"2645 Kwina Rd
Bellingham, WA 98226
(48.793821, -122.626348)",Yes
"2,084",Medical Lake,Medical Lake YWCA ECEAP ,139,YWCA of Spokane,8,Community Colleges of Spokane,Non-Profit Organization Building,119 N Lefevre,Medical Lake,WA,99022,Spokane,5092907184,Natasha  Schulz ,natashas@ywcaspokane.org,5092907184,,24,36,69,"119 N Lefevre Medical Lake
WA 99022
(47.573629, -117.682701)",Yes
203,Encompass North Bend  ECEAP,,58,Encompass,17,ESD 121 - Puget Sound ESD,Non-Profit Organization Building,1407 Boalch Ave NW,North Bend,WA,98045,King,4258882777,Julie Forslin,julie.forslin@encompassnw.org,4258882777,,42,36,69,"1407 Boalch Ave NW
North Bend, WA 98045
(47.505717, -121.795641)",Yes
"2,104",Wee Are The World Right Start,Right Start,2103,Wee Are The World - Right Start,6,City of Seattle ,Child Care Center Including Campus Child Care,3756 Rainier Ave S. #E,Seattle,WA,98118,King,2067259136,Ariel Jefferson,ariel.jefferson@aol.com,2067259136,,9,36,69,"3756 Rainier Ave S
E Seattle, WA 98118
(47.569794, -122.290742)",Yes
"2,122",Summit Valley SD ECEAP,Summit Valley ECEAP,,Direct Service Site,12,ESD 101 - NEW ESD,Public school or school district building,2360-A Addy-Gifford Road,Addy,WA,99101,Stevens,5093232720,Kristina Allen,kallen@svalley.k12.wa.us,5099356362,,9,36,69,"2360-A Addy-Gifford Road
Addy, WA 99101
(48.305837, -117.974263)",Yes
"2,111",Blossoms Early Learning Center,,,Direct Service Site,13,ESD 105 - Yakima,Child Care Center Including Campus Child Care,411 N 4th Street,Yakima,WA,98901,Yakima,5094949591,Concepcion Zaragoza,Connie.Zaragoza@esd105.org,5097289861,,77,36,69,"411 N 4th Street
Yakima, WA 98901
(46.609019, -120.504361)",Yes
350,South Bend Early Learning Center,,,Direct Service Site,37,South Bend School District,Public school or school district building,409 EAST FIRST STREET,SOUTH BEND,WA,98586,Pacific,3608755327,Amy Nelson,anelson@southbendschools.org,3608755327,,37,36,69,"409 EAST FIRST STREET
SOUTH BEND, WA 98586
(46.662257, -123.791974)",Yes
319,Bates Puyallup ECEAP,@First Presbyterian Church,43,Bates Technical College,17,ESD 121 - Puget Sound ESD,Faith-Based Facility,412 W Pioneer,Puyallup,WA,98371,Pierce,2536040003,Antonia Rolon Garcia,arolongarcia@bates.ctc.edu,2536040003,,80,36,69,"412 W Pioneer
Puyallup, WA 98371
(47.190434, -122.298079)",Yes
155,PCHS Bonney Lake ECEAP,PCHS Bonney Lake,99,Pierce County Human Services,17,ESD 121 - Puget Sound ESD,Public school or school district building,12202 209th Ave Ct. E,Bonney Lake,WA,98391,Pierce,2538625260,Christine Adams,christine.adams@piercecountywa.gov,2537708269,,40,36,69,"12202 209th Ave Ct E
Bonney Lake, WA 98391
(47.145511, -122.150897)",Yes
"1,436",INACTIVE - Kid's Korner,,1584,INACTIVE Baby CareAge Inc.,30,Opportunity Council,Child Care Center Including Campus Child Care,1903 ALABAMA ST,BELLINGHAM,WA,98226,Whatcom,3607343858,Kellie McBeath,kdskrnr1903@yahoo.com,3607343858,,0,36,69,"1903 ALABAMA ST
BELLINGHAM, WA 98226
(48.76301, -122.448423)",Yes
194,Trent Elementary,,55,East Valley School District,8,Community Colleges of Spokane,Public school or school district building,3303 N Pines Rd,Spokane Valley,WA,99206,Spokane,5098934123,Karen  Cloninger,cloningerk@evsd.org,5092415045,,68,36,69,"3303 N Pines Rd
Spokane Valley, WA 99206
(47.687313, -117.239688)",Yes
256,Lake Chelan School District,,73,Lake Chelan School District,25,Manson School District,Public school or school district building,324 E. Johnson Avenue,Chelan,WA,98816,Chelan,5096827721,,,,,26,36,69,"324 E Johnson Avenue
Chelan, WA 98816
(47.840744, -120.013277)",Yes
"2,109",Causey's Learning Center at MLK Family Home Facility,,1374,Causey's Learning Center,6,City of Seattle ,Child Care Center Including Campus Child Care,1855 S Lane 20th,Seattle,WA,98144,King,2063290921,Ruth Brown,cslcenter@qwestoffice.net,2063290921,,12,36,69,"1855 S Lane
Seattle, WA 98144
(47.596636, -122.306528)",Yes
206,EVCC-Early Learning Center,,61,Everett Community College/ Early Learning Center,36,Snohomish County,Child Care Center Including Campus Child Care,820 WAVERLY AVE,Everett,WA,98201,Snohomish,4253889302,Amie Waters,awaters@everettcc.edu,4253889120,,36,36,69,"820 WAVERLY AVE
Everett, WA 98201
(48.006794, -122.199312)",Yes
247,Kaleidoscope Day Care,Orcas Daycare Association,70,Kaleidoscope,33,San Juan County ECEAP,Child Care Center Including Campus Child Care,1292 NORTH BEACH RD,EASTSOUND,WA,98245,San Juan,3603700593,Amber Paulsen,Kaleidoscope@orcasonline.com,3603762484,,21,36,69,"1292 NORTH BEACH RD
EASTSOUND, WA 98245
(48.707106, -122.906296)",Yes
"2,361",Green Mountain,,,Direct Service Site,16,ESD 114 - Olympic ESD,Public school or school district building,3860 Boundary Trail NW,Bremerton,WA,98312,Kitsap,3604786889,Molly Ungren,mungren@oesd114.org,3608305598,,17,36,69,"3860 Boundary Trail NW
Bremerton, WA 98312
(47.599005, -122.820679)",No
"1,437",Bates Early Childhood Learning Center,,43,Bates Technical College,17,ESD 121 - Puget Sound ESD,Child Care Center Including Campus Child Care,1101 SO YAKIMA AVENUE #M-117,TACOMA,WA,98405,Pierce,2536807321,Gladys Mondragon,gmondragon@batestech.edu,2536807321,,31,36,69,"1101 SO YAKIMA AVENUE
TACOMA, WA 98405
(47.251881, -122.447248)",Yes
141,Adams Elementary (YSD),Adams Elementary (YSD),134,Yakima School District,11,Enterprise for Progress in the Community,Public school or school district building,723 S. 8th Street,Yakima,WA,98901,Yakima,5095735151,Erica Wallace,wallace.erica@yakimaschools.org,5095735125,,54,36,69,"723 S 8th Street
Yakima, WA 98901
(46.594825, -120.491183)",Yes
"1,357",Clover Park Rainier ECEAP,,51,Clover Park School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,2410 Stryker Ave ,JBLM,WA,98433,Pierce,2535835360,Santita Rivera,srivera@cloverpark.k12.wa.us,2535835001x2243,,39,36,69,"2410 Stryker Ave
JBLM, WA 98433
(47.085378, -122.609752)",Yes
"2,193",Rock Island,,,Direct Service Site,11,Enterprise for Progress in the Community,Public school or school district building,5645 Rock Island Avenue,Rock Island,WA,98850,Douglas,5098881813,Irma Gomez,irmag@epicnet.org,5094493338,,40,36,69,"5645 Rock Island Avenue Rock Island
WA 98850
(47.376916, -120.155098)",Yes
"2,284",Federal Way Panther Lake ECEAP,,64,Federal Way School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,34424 1st AVE S,Federal Way,WA,98003,King,2539452379,Cynthia Aldrich,caldrich@fwps.org,2539453630,,19,36,69,"34424 1st AVE S
Federal Way, WA 98003
(47.292352, -122.334743)",Yes
"2,126",Central Whidbey,Central Whidbey ECEAP,,Direct Service Site,"1,948",Skagit Valley College Head Start & ECEAP,Non-Profit Organization Building,180 Parker Road,Coupeville,WA,98239,Island,3606795348,Annie Payne,annie.payne@skagit.edu,3606795382,,20,36,69,"180 Parker Road
Coupeville, WA 98239
(48.209724, -122.634495)",Yes
"1,404",Woodland,,,Direct Service Site,10,Educational Opportunities for Children and Families,Public school or school district building,600 Bozarth at 5th,Woodland,WA,98674,Cowlitz,3605672720,Karla Castaneda,karla.castaneda@eocfwa.org,3608418363,,16,36,69,"600 Bozarth
Woodland, WA 98674
(45.901848, -122.753498)",Yes
294,North Whidbey,North Whidbey ECEAP,,Direct Service Site,"1,948",Skagit Valley College Head Start & ECEAP,College/University - not child care,1051 NE 21st Court,Oak Harbor,WA,98277,Island,3606795348,Annie Payne,annie.payne@skagit.edu,3606795382,,77,36,69,"1051 NE 21st Court
Oak Harbor, WA 98277
(48.315759, -122.64557)",Yes
"1,401",Orchards,,,Direct Service Site,10,Educational Opportunities for Children and Families,Public school or school district building,11405 NE 69th St,Vancouver,WA,98662,Clark,3605672720,Sharon Yancy,sharon.yancy@eocfwa.org,3605672793,,18,36,69,"11405 NE 69th St
Vancouver, WA 98662
(45.673216, -122.557539)",Yes
268,Manson Elementary,,,Direct Service Site,25,Manson School District,Public school or school district building,N 950 Totem Pole Rd,Manson,WA,98831,Chelan,5096879502,Brittany Sivertson,Bsivertson@manson.org,5096879502,,24,36,69,"950 Totem Pole Rd
Manson, WA 98831
(47.890354, -120.153932)",Yes
"2,352",Prescott Elementary School,,,Direct Service Site,"1,364",ESD 123,Public school or school district building,207 South A Street,Prescott ,WA,99348,Walla Walla,5095445767,Jenyfer Reese,jreese@wwps.org,5095261781,,20,36,69,"207 South A Street
Prescott, WA 99348
(46.297594, -118.319252)",Yes
"2,254",YMCA of Grays Harbor at Hoquiam,,2253,YMCA of Grays Harbor,15,ESD 113 - Sound to Harbor Early Learning Programs,Child Care Center Including Campus Child Care,2500 Simpson Avenue,Hoquiam,WA,98550,Grays Harbor,3605379622,Allegra Hood,ahood@ghymca.net,3605379622x134,,9,36,69,"2500 Simpson Avenue
Hoquiam, WA 98550
(46.975246, -123.867162)",Yes
"2,292",TOMORROWS HOPE,,2291,Housing Hope,"2,256",Edmonds College,Non-Profit Organization Building,5910 EVERGREEN WAY,Everett,WA,98203,Snohomish,4257129000,,,,,8,36,69,"5910 EVERGREEN WAY
Everett, WA 98203
(47.944313, -122.216765)",Yes
180,Connell Child Development Center,Inspire Development Center - Connell,,Direct Service Site,41,Inspire Development Centers,Head Start Facility,600 E Adams St,Connell,WA,99326,Franklin,5092342151,Hortencia Salas,5308@inspire-centers.org,5092342151,,30,36,69,"600 E Adams St
Connell, WA 99326
(46.662266, -118.855103)",Yes
277,McCleary School District,McCleary Elementary,84,McCleary School District,2,Aberdeen School District,Public school or school district building,611 S. Main,McCleary,WA,98557,Grays Harbor,3605377403,Shannon Ramsey,sramsey@mccleary.wednet.edu,3604953204,,6,36,69,"611 S Main
McCleary, WA 98557
(47.049431, -123.264681)",Yes
"2,391",REWA Lake City Early Learning Center,,105,Refugee Women's Alliance,6,City of Seattle ,Child Care Center Including Campus Child Care,2828 NE 127th St,Seattle,WA,98125,King,2067182755,Janaty Carana,Janaty@rewa.org,2067438515,,30,36,69,"2828 NE 127th St
Seattle, WA 98125
(47.721105, -122.297166)",Yes
"2,392",Highline Seahurst,Seahurst Elementary,67,Highline School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,14603 14th Ave SW,Burien,WA,98166,King,2066314800,,,,,36,36,69,"14603 14th Ave SW
Burien, WA 98166
(47.471665, -122.352618)",Yes
232,Silverstar,Silverstar Elementary,,Direct Service Site,10,Educational Opportunities for Children and Families,Public school or school district building,10500 NE 86th Street,Vancouver,WA,98662,Clark,3605672720,Lisa Vandelden,lisa.vandelden@eocfwa.org,3605671707,,30,36,69,"10500 NE 86th Street
Vancouver, WA 98662
(45.684135, -122.565147)",Yes
"2,184",Starcrest,Starcrest,,Direct Service Site,10,Educational Opportunities for Children and Families,Head Start Facility,9920 NE Highway 99,Vancouver,WA,98686,Clark,3608969912,Maggie Gillespie,maggie.gillespie@eocfwa.org,3608969912,,36,36,69,"9920 NE Highway
Vancouver, WA 98686",Yes
"2,283",Bilingual Learning Ctr - Edison Street,,2268,Bilingual Learning Center ,"1,364",ESD 123,Child Care Center Including Campus Child Care,1110 North Edison Street,Kennewick,WA,99336,Benton,5096190855,Yolanda Robison,bilingctr@yahoo.com,5093668261,,20,36,69,"1110 North Edison Street
Kennewick, WA 99336
(46.221754, -119.191654)",Yes
"2,300",Issaquah Valley Elementary ECEAP,IVE ECEAP,1988,Issaquah School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,555 NW Holly Street,Issaquah,WA,98027,King,4258376655,Shannon Inton,intons@issaquah.wednet.edu,4258374991,,18,36,69,"555 NW Holly Street
Issaquah, WA 98027
(47.537666, -122.042085)",Yes
351,PCHS South Hill ECEAP,PCHS South Hill,99,Pierce County Human Services,17,ESD 121 - Puget Sound ESD,Public school or school district building,13008 94th Ave E,Puyallup,WA,98373,Pierce,2534457973,Christine Adams,christine.adams@piercecountywa.gov,2537708269,,60,36,69,"13008 94th Ave E
Puyallup, WA 98373
(47.138237, -122.303989)",Yes
234,Heritage University Early Learning CTR,,612,Heritage University,13,ESD 105 - Yakima,Child Care Center Including Campus Child Care,3241 FORT ROAD,TOPPENISH,WA,98948,Yakima,5098658630,Alma Ayala,ayala_a@heritage.edu,5098658630,,25,36,69,"3241 FORT ROAD
TOPPENISH, WA 98948
(46.375317, -120.398442)",Yes
292,Bethel Nelson ECEAP,Bethel Nelson,44,Bethel School District,17,ESD 121 - Puget Sound ESD,Public school or school district building,22109 108th Ave E,Graham,WA,98338,Pierce,2536836422,Brigitte Vercoutere,bvercouter@bethelsd.org,2538006422,,35,36,69,"22109 108th Ave E
Graham, WA 98338
(47.054882, -122.286971)",Yes
"2,285",CARRUSEL CHILD CARE CENTER,,2267,Carrusel ,"1,364",ESD 123,Child Care Center Including Campus Child Care,1108 Grace Avenue,Benton City,WA,99320,Benton,5095882900,Rosa  Cardenas ,carruselchildcarecenter@yahoo.com,5095882900,,20,36,69,"1108 Grace Avenue
Benton City, WA 99320
(46.270939, -119.491171)",Yes
261,Lakewood SD (Snohomish),,75,Lakewood School District,36,Snohomish County,Public school or school district building,17000 16th Dr. NE,Marysville,WA,98271,Snohomish,3606542135,Barbara Hammond,bhammond@lwsd.wednet.edu,3606186434,,32,36,69,"17000 16th Dr NE
Marysville, WA 98271
(48.149962, -122.207941)",Yes
